title,year,avg_vote,votes
Lokalvardaren,2014,5.3,110
Koinos paronomastis,2014,6.3,875
Deadly Signal,2016,3.9,128
Sector 4,2014,2.3,784
Tusk,2014,5.3,42364
Barfi,2013,6.6,120
Gallows Road,2015,5,248
Manhattan Nocturne,2016,6.2,10625
52 Tuesdays,2013,6.4,1276
House of Manson,2014,5.5,1210
Ghoul,2015,4.5,1447
Selfie,2014,6.1,1408
Educação Sentimental,2013,6.3,105
El mudo,2013,6,163
Børning,2014,6.2,3432
Història de la meva mort,2013,6.5,616
Shu jia zuo ye,2013,6.9,106
Available,2016,6.8,442
Când se lasa seara peste Bucuresti sau Metabolism,2013,6.3,894
Flashes,2014,4.8,158
The Masked Saint,2016,4.6,567
Private Number,2014,4.7,926
L'amour est un crime parfait,2013,5.8,1774
Lev stærkt,2014,5.5,606
Homesick,2015,6,329
WNUF Halloween Special,2013,6.6,752
Ice Soldiers,2013,4.2,2316
"Bolívar, el hombre de las dificultades",2013,2.7,346
La ritournelle,2014,6.3,720
Midnight Sex Run,2015,1.5,281
"Like Sunday, Like Rain",2014,6.9,4044
Da Sweet Blood of Jesus,2014,4.1,1259
Crazy Rich Asians,2018,6.9,112372
Kei yau yeh,2013,5.6,335
Vychislitel,2014,4.5,888
Breaking the Bank,2014,4.8,424
See No Evil 2,2014,4.7,5621
Der Koch,2014,5.4,140
Gabrielle,2013,6.9,1391
Triptyque,2013,6.7,164
Believe Me,2014,5,1037
Pimp,2018,4.7,608
Irandam Ulagam,2013,5.7,1049
El-Harami wa el-Abit,2013,5.2,192
Kawaki,2014,6.6,3843
Ai no uzu,2014,6.4,270
Capsule,2015,6.3,6762
American Poltergeist,2015,2.1,2305
Redemoinho,2016,6.7,168
Fear of Water,2014,5.3,280
The Caretaker,2016,4.1,660
What Lola Wants,2015,4.9,236
"Dude, Where's My Dog?!",2014,2.3,103
Geld her oder Autsch'n!,2013,3.5,120
Gin no saji,2014,6.7,269
Road Hard,2015,6.1,1699
Now You See Me 2,2016,6.5,224398
Jimmy's Hall,2014,6.7,5393
Sins of Our Youth,2014,5.2,273
American Beach House,2015,2.3,816
The Convent,2018,4,797
The Sky Above Us,2015,6,217
8 Days,2014,5.1,127
Saul: The Journey to Damascus,2014,5.9,151
Mea culpa,2014,6.1,2525
Salomé,2013,6.5,1504
Luton,2013,5.8,209
Bhalobasa Aaj Kal,2013,6.3,119
Where the Devil Dwells,2016,4.7,123
All Stars,2014,6.5,274
The Apostate: Call of the Revenant,2015,7.1,138
Don't Kill It,2016,5.2,3868
Strange Nature,2018,4.3,412
10.000 Km,2014,6.7,3910
Vis-à-vis,2013,7.3,410
Ainthu Ainthu Ainthu,2013,5.6,307
Les Francis,2014,4.3,314
Les conquérants,2013,5.4,112
Starcrossed,2014,3.9,109
The Heart Machine,2014,5.9,566
Natt til 17.,2014,5.5,473
Nowhereland,2016,7,3189
Hard Tide,2015,4.8,145
Day of the Mummy,2014,2.5,801
Medicinen,2014,5.4,696
Argo 2,2015,6.9,1723
The Snow Queen,2013,2.5,187
Curtain,2015,4.7,445
Circle,2015,6,33101
Brma paemnebi,2013,7.1,442
Club sándwich,2013,6.3,824
Cristo Rey,2013,6,144
Jo nan-ja-deul,2013,6.6,255
Stockholm,2017,4.9,351
Raja Huli,2013,7.1,848
Bakita Byaktigato,2013,7.6,286
Steppeulven,2014,6.6,868
Jiao you,2013,6.9,2091
Take Care,2014,6.1,2814
Sierra Burgess Is a Loser,2018,5.9,29932
Shark Exorcist,2015,1.3,981
Little Feet,2013,6.4,135
The Book of Daniel,2013,6.1,946
Skin Traffik,2015,4.6,1394
Oktober November,2013,6.6,385
Farsh wa Ghata,2013,6.8,364
Let's Ruin It with Babies,2014,5.1,219
Breakdown Lane,2017,2.7,325
Nasty Baby,2015,5.6,2128
Yolki 3,2013,5.5,1261
Sit ting fung wan 3,2014,6,939
Dan sun nam lui 2,2014,5.5,530
Spud 3: Learning to Fly,2014,5.9,814
Duniyadari,2013,7.4,1315
Backtrack,2014,3.4,666
Hajnali láz,2015,6.7,210
Beacon Point,2016,5.9,2296
Out to Kill,2014,4.3,187
The Secret Path,2014,3.2,123
It's Gawd!,2017,5.8,137
The Automatic Hate,2015,6.3,822
El cumple de la abuela,2015,5.8,311
Sarki Söyleyen Kadinlar,2013,6.2,620
Da muss Mann durch,2015,4.4,237
Jet Trash,2016,5.2,147
Privychka rasstavatsya,2013,5.7,207
Memories,2013,8,4872
Little Rascals: Best of Our Gang,1930,7.1,111
Island of Grace,2009,5.5,174
Little Accidents,2014,5.8,3337
Beyond the Lights,2014,6.9,14345
Gui lai,2014,7.3,4804
Pasolini,2014,5.8,2894
Pojken med guldbyxorna,2014,5.3,642
Sharon 1.2.3.,2018,4.6,326
The Bookshop,2017,6.5,9452
Scandal,2013,3.9,724
Freistatt,2015,7.2,1261
Toen was geluk heel gewoon,2014,5.7,337
Miss Meadows,2014,5.7,6748
War Chhod Na Yaar,2013,5.5,867
Ambareesha,2014,4.2,162
Diplomatie,2014,7.1,4614
Bamse och tjuvstaden,2014,6.1,470
Cryptic,2014,4.9,176
Le beau monde,2014,5.9,229
Pirate's Code: The Adventures of Mickey Matson,2015,4.6,206
Sucker,2015,5.7,533
Schneeflöckchen,2017,6.5,917
Juggernaut,2017,5.4,314
Phantom Halo,2014,5.2,786
Les portes du soleil: Algérie pour toujours,2014,4.2,242
She's Lost Control,2014,5.3,729
Delirium,2018,3.2,699
Ich fühl mich Disco,2013,7,374
Deportees 3,2011,2.5,836
Girafada,2013,6.4,156
"Pancho, el perro millonario",2014,4.1,320
Beginner's Guide to Sex,2015,3.2,516
KL Zombi,2013,4.5,192
Glassdukkene,2014,5.1,192
Dr. Jekyll and Mr. Hyde,2017,6.6,460
Elment az öszöd,2013,1.1,117
Marie Heurtin,2014,7.5,1499
Seytan-i racim,2013,4,871
Benimle Oynar misin?,2013,6.6,425
The Last Time You Had Fun,2014,6,673
Pink Zone,2014,2.5,529
No Way Jose,2015,4.5,640
Tim Maia,2014,7.3,1383
Moratoriamu Tamako,2013,6.6,593
Gold,2014,6.8,1317
Mr. Rudolpho's Jubilee,2017,8.4,204
Vojna akademija 2,2013,6.6,313
Jimmy Vestvood: Amerikan Hero,2016,5.2,2305
Shelter,2014,6.5,4049
Dukhless 2,2015,6.3,1464
Le dernier diamant,2014,6.3,1420
Legacy,2015,4.4,311
David Brent: Life on the Road,2016,6.3,16449
Wandering Rose,2015,4.2,506
Staten Island Summer,2015,5.6,6339
Feed the Gods,2014,3.5,466
The Hungover Games,2014,3.6,10061
Into the Ashes,2019,6.4,2687
Gone Doggy Gone,2014,4.9,199
Baked in Brooklyn,2016,5.4,2732
Preservation,2014,4.7,5115
Shuiyin jie,2013,6.2,192
Warning,2013,4.9,216
Kizumonogatari: I Tekketsu-hen,2016,7.5,1421
Mucize,2015,7.6,8431
Anthaka Mundu Aa Tarvatha,2013,6.6,123
Bombshell Bloodbath,2014,3.7,253
Summit,2014,3.7,133
Amira & Sam,2014,6.1,2446
Black Mountain Side,2014,5.2,3135
Unsullied,2014,4.3,279
Homeless,2015,6.6,134
Fasandræberne,2014,7.1,16611
Hacker's Game,2015,3.6,510
Der Nachtmahr,2015,6.6,2353
Vendetta for the Saint,1969,6.1,175
Gun Woman,2014,4.7,2913
Por las plumas,2013,6.4,117
Heropanti,2014,5.3,7442
Il sud è niente,2013,6.5,141
Take Me to the River,2015,6.3,1658
The Perfect Host: A Southern Gothic Tale,2018,4.2,125
Fluefangeren,2016,6.3,116
Finding Fanny,2014,5.8,5898
Race Gurram,2014,7.2,7788
Bi Küçük Eylül Meselesi,2014,7.3,7924
Su ve Ates,2013,6.2,3604
Die Die Delta Pi,2013,4,140
Chaarulatha,2012,5.4,110
Dong-chang-saeng,2013,6.8,2581
Senki szigete,2014,5.6,284
The Last House on Cemetery Lane,2015,3.4,1038
Asesinos inocentes,2015,5.7,424
Amour sur place ou à emporter,2014,4.6,292
The Journey,2014,7.4,552
Ilampuyal,2009,7,422
Then There Was,2014,5.2,485
Hits,2014,5.8,1724
Arkadaslar Arasinda,2013,5.8,236
Zhi qi,2013,6.2,196
Tanda Putera,2013,3.1,111
Evil Souls,2015,2.6,125
Qu'Allah bénisse la France!,2014,5.6,237
Belle et Sébastien,2013,6.9,3899
Joe's War,2017,4,152
Desierto,2015,6,8499
Indiscretion,2016,4.9,831
Unsound,2015,7.3,208
Down Dog,2014,4.9,114
Mishawr Rawhoshyo,2013,6.2,1394
Let Us Prey,2014,5.7,8413
L'arbitro,2013,6.6,629
Tamasha,2015,7.2,20636
Até que a Sorte nos Separe 2,2013,4.9,1041
Convergence,2015,4.3,882
Shinjuku suwan,2015,5.5,888
The House of Magic,2013,6.3,5772
The Park Bench,2014,6.6,217
Der Kreis,2014,7.3,1342
Capps Crossing,2017,4.3,237
X+Y,2014,7.1,25788
Seve the Movie,2014,7.1,819
The Hunted,2013,4.7,1071
The Tenor,2014,6.9,122
Underdog Kids,2015,4.3,341
B.C. Butcher,2016,3.6,196
Sunt o babã comunistã,2013,7.1,285
Rise of the Footsoldier Part II,2015,5.3,1236
Billy Boy,2017,4.3,312
Megdönteni Hajnal Tímeát,2014,5.6,1467
Dusha shpiona,2015,5,282
Mega Shark vs. Mecha Shark,2014,2.6,2838
Sune på bilsemester,2013,3.6,870
"Mum, Dad, Meet Sam",2014,4.3,106
Fight to the Finish,2016,3.5,109
Il giovane favoloso,2014,6.8,2279
Trainwreck,2015,6.2,123891
Violence,2015,7.3,1141
Barefoot to Goa,2015,5.9,139
Listening,2014,5.6,2985
Kang-chul-i,2013,6.2,213
So-won,2013,8.3,4357
Kunjananthante Kada,2013,5.8,256
Walt Before Mickey,2015,5.9,5432
The Red Man,2016,4,104
National Theatre Live: The Audience,2013,8.5,379
Partisan,2015,5.8,3680
Win It All,2017,6.2,7223
Geograf globus propil,2013,7.4,4113
Sum-bakk-og-jil,2013,6.4,1355
Dark Moon Rising,2015,4.3,4825
Nick,2016,5,170
We Still Kill the Old Way,2014,6,3529
Sune i fjällen,2014,3.8,661
Project 12: The Bunker,2016,3.3,311
Zapelji me,2013,5.8,122
Henri Henri,2014,6.7,281
Bestseller,2015,3.9,161
Prairie Dog,2015,5,113
Benim Dünyam,2013,7.6,4337
Welcome Back,2015,4.2,5137
Honeytrap,2014,5.9,602
Sev beni,2013,6.2,440
Hooked Up,2013,3.9,256
Angel of the Skies,2013,4,680
The Birdcatcher,2019,4.7,277
Ooops a Desi,2013,6.9,176
The Wisdom to Know the Difference,2014,7.6,192
Un illustre inconnu,2014,6.7,1418
Fekete leves,2014,5.6,367
"Hello, My Name Is Frank",2014,6.2,202
The Carrier,2015,3.8,755
The Last Treasure Hunt,2016,4.2,125
Mita Tova,2014,7.1,1856
Uncle Nick,2015,6.9,3043
Top Star,2013,6.5,126
Rol-lu-ko-seu-tu,2013,5.7,149
Gekijouban Toaru majutsu no indekkusu: Endyumion no kiseki,2013,6.5,292
Salala Mobiles,2014,3.8,586
Rock the Kasbah,2015,5.5,9811
Halbe Brüder,2015,5.5,842
Altered Perception,2017,2.9,157
Ciudad Delirio,2014,6,311
Sleeping with Other People,2015,6.5,37143
The Benefactor,2015,5.1,4113
5th Passenger,2017,3.1,1400
Francisco - El Padre Jorge,2015,6.1,462
"Oliver, Stoned.",2014,4.1,688
Zong pu shi,2013,6.6,541
Kanagawa geijutsu daigaku eizou gakka kenkyuushitsu,2013,1.9,455
Mr. Holmes,2015,6.9,59024
Elijah's Ashes,2017,5.3,119
Otadzbina,2015,5.4,139
Smrdljiva bajka,2015,6.9,403
Aa Dinagalu,2007,7.9,228
Pride,2014,7.8,47788
Tristesse Club,2014,6,489
The Falls: Testament of Love,2013,6.6,1272
El desconocido,2015,6.6,7885
Incidencias,2015,4.2,455
A Violent Separation,2019,5.5,663
Room,2015,8.1,329840
With Child,2014,6.6,428
Idealisten,2015,6.9,1254
Theeb,2014,7.2,9224
Hazard Jack,2014,2.7,504
Painkillers,2015,4.1,569
Pudsey the Dog: The Movie,2014,2.5,762
Mamula,2014,4.1,2452
Beautiful People,2014,3.6,466
iBoy,2017,6,17798
Hartenstraat,2014,6.3,1854
Undrafted,2016,6.4,1052
The Diary of a Teenage Girl,2015,6.9,27635
The Bride,2013,3.1,378
Chiu kap ging lei yan,2013,5,145
Sotto una buona stella,2014,5.6,1009
Hacker,2016,6.2,8047
It's Not a Date,2014,4.4,303
Hasee Toh Phasee,2014,6.8,12631
González: falsos profetas,2014,6.5,124
Before I Wake,2016,6.2,34619
Ek Villain,2014,6.4,14982
Asmodexia,2014,4.6,1098
King Naresuan 5,2014,5.8,123
Mo 6/5 pak ma tha phi,2013,4.9,260
Miraklet i Viskan,2015,5.1,149
Princess Cut,2015,4.8,306
Dukhtar,2014,7,2020
Bei tou zou de na wu nian,2013,6.2,1004
Silsile,2014,6.6,1144
Zhi sha,2013,5.6,169
Silver Skies,2016,6.7,117
Be My Cat: A Film for Anne,2015,6.3,845
Haridas,2013,7.1,165
"No Pay, Nudity",2016,5.9,106
Dawn,2014,5.2,113
Honeymoon,2014,5.7,23316
Horror Story,2013,4.3,1424
Più buio di mezzanotte,2014,6.5,243
Dannys dommedag,2014,5.2,439
Jobanni no shima,2014,7.4,1544
A: Film by Upendra,1998,8.7,1543
The Three Dogateers,2014,3.1,234
"Men, Women & Children",2014,6.7,28643
Peyote,2013,5.9,253
Getting Schooled,2017,2.9,139
Feuten: Het Feestje,2013,5.6,1087
Sei Lá,2014,4.5,450
The Belly of the Whale,2018,4.6,247
Sip bun,2013,7.4,113
Sonyeo,2013,6.2,345
Yajamana,2000,7.6,193
The Architect,2016,4.8,718
Americano,2016,4.2,200
Gureitofuru deddo,2013,6.3,548
Courting Chaos,2014,5.7,103
Momentum,2015,5.5,12954
The Boy Next Door,2015,4.7,35634
Edgar Allan Poe's Lighthouse Keeper,2016,3.9,663
Blackbird,2014,5.5,938
Im weißen Rössl - Wehe Du singst!,2013,5.4,211
La Sapienza,2014,6.6,949
Fatat el masnaa,2013,7.2,1056
Bitter Harvest,2017,6,3226
Moodar Koodam,2013,7.7,1016
Verónica,2017,5.8,1117
O Menino e o Mundo,2013,7.6,5723
Fantastic Beasts and Where to Find Them,2016,7.3,377740
Attila,2013,2,537
Sin muertos no hay carnaval,2016,6.6,138
Camp Harlow,2014,5.7,106
My Feral Heart,2016,6.9,227
Siren Song,2016,2.4,188
Maanikya,2014,6.5,499
Une nouvelle amie,2014,6.6,7050
Ryûsei,2013,1,276
Neko zamurai,2014,6.3,307
Front Cover,2015,6.3,826
Onaayum Aattukkuttiyum,2013,8.2,1905
Dioses y perros,2014,6,241
Lal,2013,5,163
Hellion,2014,6.1,5134
The Sector,2016,2.9,215
Fields of the Dead,2014,2.5,538
Xenia,2014,6.7,3296
Daivathinte Swantham Cleetus,2013,4.7,344
Razredni sovraznik,2013,7.6,1969
Potugadu,2013,5.8,811
A Fatal Obsession,2015,4.1,156
The Asian Connection,2016,3.3,1359
Call of the Wolf,2017,5.9,1094
Por mis bigotes,2015,5.5,140
Atomski zdesna,2014,5.5,882
"Asylum, the Lost Footage",2013,3.5,144
Panika,2013,7,192
Om,1995,8.9,2260
Norfolk,2015,4.4,166
Passage to Mars,2016,4.5,648
Six Hot Chicks in a Warehouse,2017,1.7,735
La rançon de la gloire,2014,5.6,728
Vsyo vklyucheno 2,2013,3,118
Todas las mujeres,2013,6.4,418
Gorko!,2013,5.4,2352
Dirty Weekend,2015,4.9,1806
Magnetic,2015,6.3,1137
Onirica,2014,5.7,312
Insidious: Chapter 3,2015,6.1,85997
Borgríki 2,2014,6.3,253
House of VHS,2016,2.5,123
Just Let Go,2015,7.1,191
Saat po long 2,2015,6.7,5519
The Answer,2015,5.8,175
Teleios,2017,4.6,1432
North 24 Kaatham,2013,7.6,1772
Free Range/Ballaad maailma heakskiitmisest,2013,6.1,345
À la vie,2014,6.3,158
Persona 3 the Movie: #1 Spring of Birth,2013,6.9,435
Gekijouban Hunter x Hunter: The Last Mission,2013,6.9,1401
Vay Basima Gelenler,2013,3.4,209
Iki Kafadar: Chinese Connection,2013,3.5,225
Must alpinist,2015,6.2,761
Where Hope Grows,2014,6.6,2797
Toxic Apocalypse,2016,5,128
Extinction,2018,5.8,39685
Neckan,2015,6,204
Lumberjack Man,2015,4.2,1163
Run the Race,2018,5.9,946
Certain Justice,2014,6,197
Lou! Journal infime,2014,6.1,424
Barbecue,2014,6.1,2366
Bibi & Tina,2014,4.9,501
Palmeras en la nieve,2015,7.4,8682
Bloedlink,2014,6.1,848
Métamorphoses,2014,5.3,651
Arrête ou je continue,2014,5.8,414
La liste de mes envies,2014,5.4,357
Situation amoureuse: C'est compliqué,2014,5.5,765
96 heures,2014,5.5,320
Salvation Street,2015,3.1,240
Reclaim,2014,5.2,5536
My Ex-Ex,2015,4.5,213
The Contract,2016,3,183
LenaLove,2016,5.8,358
Bad Samaritan,2018,6.4,14980
Trumbo,2015,7.5,70237
The Cobbler,2014,5.8,49021
The Dinner,2017,4.5,6844
Pulling Strings,2013,6,1664
Raja Rani,2013,7.6,3878
Im Spinnwebhaus,2015,6.2,158
Mon amie Victoria,2014,6.4,203
Takanashi Rikka Kai: Gekijouban Chuunibyou demo koi ga shitai!,2013,6.1,188
Gekijouban Tiger & Bunny: The Rising,2014,6.8,199
Les combattants,2014,6.6,4802
Knucklebones,2016,3.6,776
Khod konem,2013,6.7,130
Like Me,2017,5.3,813
Quan min mu ji,2013,7,601
Allies,2014,5.1,798
Universitari - Molto più che amici,2013,3.5,224
Slow West,2015,6.9,39373
Senior Project,2014,5.5,148
Jackie Boy,2015,5.5,113
Bao 3 qiao jiao wa,2013,4,284
H Project,2013,4.4,203
Lucky,2012,6.1,139
1-Oct,2014,6.6,276
Misfire,2014,3.2,682
Car Dogs,2016,5,447
Black '47,2018,6.8,7931
Ivan syn Amira,2013,6.2,103
Visceral: Entre las cuerdas de la locura,2012,4.7,128
Vidiyum Munn,2013,7.4,389
Patel Ki Punjabi Shaadi,2017,3.9,276
Sunset Edge,2015,5,103
All I Want for Christmas,2013,5.3,459
Son of God,2014,5.7,17754
Western Religion,2015,4,197
Os Homens São de Marte... E é pra Lá que Eu Vou!,2014,5.9,771
Haani,2013,7.1,111
A cambio de nada,2015,6.5,2166
Les maîtres du suspense,2014,6,208
The Price,2017,4.5,193
I Am Wrath,2016,5.4,11915
Beautiful Something,2015,6.2,653
Private Life,2012,5.7,347
Jak jsme hráli cáru,2014,6.3,111
Bekhatere Pooneh,2013,5.9,193
Minha Mãe é uma Peça 2: O Filme,2016,6.6,1622
Curve,2015,5.4,6087
Folk Hero & Funny Guy,2016,5.7,459
Big Muddy,2014,4.9,144
Vila Roza,2013,5.9,1105
Rise,2014,5.7,655
1944,2015,7.1,4423
All Relative,2014,5.4,1495
Bai niao chao feng,2013,7.1,460
Beautiful Beast,2013,5.8,345
StalkHer,2015,5,378
Varuthapadatha Valibar Sangam,2013,6.7,1261
Vanakkam Chennai,2013,5.7,497
Idhu Kathirvelan Kadhal,2014,4.5,327
Endrendrum Punnagai,2013,6.7,890
Kids in Love,2016,5.2,1427
Child of Grace,2014,6.6,293
The Next Generation Patoreibâ: Shuto kessen,2015,4.1,104
Habbet Loulou,2013,6.1,176
One Night: Choice of Evil,2010,1,396
Incarnate,2016,5.2,10596
Devilish Charm,2014,3.4,110
The Submarine Kid,2015,5.8,740
Adaline,2015,3.3,196
Dorsvloer vol confetti,2014,6.8,463
Alléluia,2014,6.2,2389
Inferno,2014,6.2,189
Uncle John,2015,6.2,1573
Idharkuthane Aasaipattai Balakumara,2013,7.1,1399
Naiyaandi,2013,2.9,473
Collar,2014,4,118
The Suffering,2016,4.4,771
Jönssonligan - Den perfekta stöten,2015,5.5,2040
Age of Kill,2015,3.6,566
Always,2015,7.5,256
Adolescence,2018,5.4,247
K-Shop,2016,5.9,1144
Obhishopto Nighty,2014,5.5,380
Timeline,2014,6.8,292
Victor,2015,6.6,216
Câinele Japonez,2013,6.7,419
Les châteaux de sable,2015,6.7,308
King of the Sands,2013,7.4,569
Shooting for Socrates,2014,5.9,208
Irre sind männlich,2014,5.7,571
El Ott,2014,4.1,2892
The Legend of Michael Mishra,2016,4.5,435
Beyond the Clouds,2017,7,1616
A Beautiful Day in the Neighborhood,2019,6.9,816
Wolf Mother,2016,4.5,474
Among Us,2017,4.3,223
Bigger,2018,6.4,1600
Aishwarya,2006,5.6,202
Duniya,2007,7.1,195
To Whom It May Concern,2015,6.1,141
Papa Was Not a Rolling Stone,2014,5.8,124
Le dernier coup de marteau,2014,6.6,408
Spark: A Space Tail,2016,4.5,913
Ben O Degilim,2013,6.6,699
Straight Outta Oakland,2014,7.3,104
Boone: The Bounty Hunter,2017,6.1,2528
Colpi di fortuna,2013,4.1,520
Und morgen mittag bin ich tot,2013,7.2,217
La chambre bleue,2014,6.2,2892
Week-ends,2014,5.5,163
Futatsume no mado,2014,6.7,2357
Doosukeltha,2013,6.8,1213
Genomu hazâdo: Aru tensai kagakusha no 5-kakan,2013,6.5,267
Cardboard Boxer,2016,6.4,2454
Perdona si te llamo amor,2014,6.6,2599
Os Maias: Cenas da Vida Romântica,2014,6.4,715
Vincent,2016,7,468
Risen,2016,6.3,23267
Zawgaty wal kalb,1971,6.7,108
Valley of the Sasquatch,2015,3.6,441
Poltergeist Activity,2015,3,508
Pandiya Naadu,2013,7.2,1114
6 Candles,2013,7.1,125
Naprata,2013,5.8,129
Patron Mutlu Son Istiyor,2014,6.1,5704
Spare Parts,2015,7.3,9851
Another,2014,2.6,496
Sprouting Orchids,2014,8,222
Gingerdead Man Vs. Evil Bong,2013,3.8,487
I Do... Until I Don't,2017,4.6,1153
Metropole,2014,3.4,313
Hatsukoi,2013,1.3,457
AmStarDam,2016,4.8,927
It Follows,2014,6.8,190547
I'll See You in My Dreams,2015,6.6,6429
Submerged,2016,4.1,1255
Apocalyptic,2014,4.6,1037
Tutta colpa di Freud,2014,6.5,3015
Dark Forest,2015,5,235
Tierra en la Lengua,2014,6.4,135
Doreiku: Boku to 23-nin no dorei,2014,4.4,120
Ibiza Undead,2016,3.2,669
A Wonderful Christmas Time,2014,5.5,105
Zoe Gone,2014,5.3,450
The 10 Year Plan,2014,6.1,3543
Operasjon Arktis,2014,6.1,739
Tas Mektep,2013,5.6,209
Coming In,2014,5.7,646
Brèves de comptoir,2014,5.1,156
À 14 ans,2015,4.9,159
The Redwood Massacre,2014,3.2,1530
Mavi Dalga,2013,5.4,424
Ink & Steel,2014,5.6,111
Oi aisthimaties,2014,6.3,534
Shock Value,2014,5.7,507
Four Corners,2013,6.5,353
Violent,2014,7.3,456
4 Nights in the Hamptons,2014,4.7,126
Bleeding Heart,2015,5,1789
Charlie's Country,2013,7.2,1800
La musica del silenzio,2017,6.6,1193
Trailer Park Boys: Don't Legalize It,2014,7.3,4166
Stai lontana da me,2013,5.8,552
Hangar 10,2014,3.7,1400
"Aram, Aram",2015,6.7,161
Primal Shift,2015,4,112
Wish Man,2019,6.8,620
The Boxcar Children,2014,6.7,422
All in Time,2015,5.4,292
Survivor,2015,5.6,29259
Morning Star,2014,2.7,348
The Squeeze,2015,5.3,510
Böcek,2013,6.1,202
Hitchhiker Massacre,2017,6.3,506
Las horas muertas,2013,6.4,592
"Bro, What Happened?",2014,3.2,370
"Sex, Death and Bowling",2015,5.2,307
Echo Park,2014,5.9,446
Richard the Lionheart: Rebellion,2015,3,336
Don't Worry Baby,2015,5.4,297
About Scout,2015,6.5,652
The Bounce Back,2016,5.1,509
All in All Azhagu Raja,2013,2.7,606
Naveena Saraswathi Sabatham,2013,4.5,163
Mikra Anglia,2013,7.9,5681
SMS,2014,4.6,349
La isla mínima,2014,7.3,27291
Hotori no Sakuko,2013,7.1,263
The Worst Year of My Life,2015,5.2,145
Bulg-eun gajog,2013,6.5,186
Aspirante vedovo,2013,4.6,714
Qalb el-Asad,2013,3.5,232
Big Stone Gap,2014,5.6,2242
Ukkili kamshat,2014,6.2,113
American Romance,2016,4.1,321
Intimity,2014,6,310
El Camino Christmas,2017,5.6,6228
Drawers,2015,7.2,942
IO,2019,4.7,26694
Las Analfabetas,2013,6.6,122
A Belle for Christmas,2014,5.3,240
Mahi va gorbeh,2013,7.3,2026
Shorts,2013,6.5,416
Solitary,2015,4.9,152
Hard Sell,2016,5.6,674
Gekijouban Pokketto monsutâ Besuto uisshu: Shinsoku no Genosekuto Myûtsû kakusei,2013,5.4,970
Weekend,2015,5.9,706
Zurich,2015,6,394
Thinspiration,2014,6.1,1134
Music Teacher,2019,6.5,345
Kandidát,2013,6.9,468
Free Fall,2014,4.4,1791
Anabolic Life,2017,6,275
Jue min hang ban,2014,3.1,211
Kar korsanlari,2015,6.9,164
To mikro psari,2014,7,1659
The Wrath of Vajra,2013,5.7,1532
Saphirblau,2014,6.4,3149
Kajarya,2013,6.6,114
Dinosaur Island,2014,3.4,1525
Pattam Pole,2013,4.8,451
A Light Beneath Their Feet,2015,6.6,316
Memoria,2015,5.1,465
Loving Vincent,2017,7.8,42834
"Bai bai, marâno",2013,1,191
Brotherly Love,2015,6.7,1614
Boost,2016,4.8,591
Tarok,2013,5.6,293
Zachariayude Garbhinikal,2013,6.1,123
Base,2017,4.7,164
"Kumiko, the Treasure Hunter",2014,6.6,11028
Deniz Seviyesi,2014,6.3,558
Sully,2016,7.4,211775
Trial by Fire,2018,6.8,1302
The Jokesters,2015,3.4,328
Bloody Knuckles,2014,5.8,233
She's the One,2013,6.5,128
Chingu 2,2013,6.3,459
Sebunsu kôdo,2013,5.7,352
Han Gong-ju,2013,7.3,1712
Flugparken,2014,5.4,277
Tèo em,2013,6.7,206
November Criminals,2017,5.3,7105
All the Devils Are Here,2014,5.5,149
Black Rose,2014,2.5,2267
Any Day,2015,5,1064
París Norðursins,2014,6.4,350
A Reunion,2014,5.1,137
Crown Heights,2017,6.5,1547
Captive,2015,5.4,6129
A Haunting in Cawdor,2015,3.3,313
Darband,2013,6.4,704
Relative Happiness,2014,6.2,219
Jackie & Ryan,2014,5.8,3367
Todos se van,2015,6.5,303
The Mend,2014,5.6,728
Gongbeom,2013,6.4,998
November Rule,2015,5.4,807
Ambassada,2013,4.7,517
Hin und weg,2014,7.2,1722
Backyard Ashes,2013,5.3,585
Last Summer,2014,6.1,165
Ekskursante,2013,8.2,1328
Tri mushketera,2013,3.6,219
Patient Killer,2015,4.3,348
Kurer iz 'Raya',2013,5.5,273
Startap,2014,4.4,131
Manson Family Vacation,2015,5.9,2330
LasseMajas detektivbyrå - Von Broms hemlighet,2013,5,121
The Devil Complex,2016,3.2,523
Little Miss Perfect,2016,5,241
Love by Design,2014,5.8,519
C/O Sir,2013,7.2,273
Heist,2015,6.1,25431
L'orchestre de minuit,2015,6.9,547
As Worlds Collide,2018,7.7,247
Creative Control,2015,5.4,1994
Sueño en otro idioma,2017,7.4,2055
Il racconto dei racconti - Tale of Tales,2015,6.4,24669
Dirty Beautiful,2015,5.4,623
The Triangle,2016,5,615
Suburban Gothic,2014,5.5,3400
Antonia.,2015,6.5,159
Cult of Chucky,2017,5.2,18500
Iya monogatari: Oku no hito,2013,7,244
Fukufukusou no Fukuchan,2014,6.8,194
Moshi Monsters: The Movie,2013,3.2,511
The Atticus Institute,2015,5.5,7843
Yeolhansi,2013,5.7,396
There Is a New World Somewhere,2015,6.6,111
Amigo Undead,2015,5.6,345
Valhalla,2013,7,195
Cuando los hijos regresan,2017,5.2,420
Domino,2019,4.4,2470
What We Have,2014,5.6,138
La ignorancia de la sangre,2014,4.7,188
Naomi and Ely's No Kiss List,2015,5.6,8548
Land Ho!,2014,5.9,2398
My Bloody Banjo,2015,5.7,171
Behzat Ç. Ankara Yaniyor,2013,7.5,5164
